file_id,text,duration
common_voice_ka_42446943_0,ეს არის ტექსტის მაგალითი common_voice_ka_42446943_0 ფაილისთვის.,3.0
common_voice_ka_42213911_0,ეს არის ტექსტის მაგალითი common_voice_ka_42213911_0 ფაილისთვის.,3.0
common_voice_ka_42119262_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119262_0 ფაილისთვის.,3.0
common_voice_ka_42114769_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114769_0 ფაილისთვის.,3.0
common_voice_ka_42114807_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114807_0 ფაილისთვის.,3.0
common_voice_ka_42115001_0,ეს არის ტექსტის მაგალითი common_voice_ka_42115001_0 ფაილისთვის.,3.0
common_voice_ka_42534756_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534756_0 ფაილისთვის.,3.0
common_voice_ka_42114497_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114497_0 ფაილისთვის.,3.0
common_voice_ka_42119260_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119260_0 ფაილისთვის.,3.0
common_voice_ka_42213913_0,ეს არის ტექსტის მაგალითი common_voice_ka_42213913_0 ფაილისთვის.,3.0
common_voice_ka_42534649_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534649_0 ფაილისთვის.,3.0
common_voice_ka_42119039_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119039_0 ფაილისთვის.,3.0
common_voice_ka_42114166_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114166_0 ფაილისთვის.,3.0
common_voice_ka_42113777_0,ეს არის ტექსტის მაგალითი common_voice_ka_42113777_0 ფაილისთვის.,3.0
common_voice_ka_42113819_0,ეს არის ტექსტის მაგალითი common_voice_ka_42113819_0 ფაილისთვის.,3.0
common_voice_ka_42534708_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534708_0 ფაილისთვის.,3.0
common_voice_ka_42119364_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119364_0 ფაილისთვის.,3.0
common_voice_ka_42114107_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114107_0 ფაილისთვის.,3.0
common_voice_ka_42612434_0,ეს არის ტექსტის მაგალითი common_voice_ka_42612434_0 ფაილისთვის.,3.0
common_voice_ka_42119185_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119185_0 ფაილისთვის.,3.0
common_voice_ka_42534615_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534615_0 ფაილისთვის.,3.0
common_voice_ka_42119284_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119284_0 ფაილისთვის.,3.0
common_voice_ka_42534628_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534628_0 ფაილისთვის.,3.0
common_voice_ka_42119100_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119100_0 ფაილისთვის.,3.0
common_voice_ka_42534690_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534690_0 ფაილისთვის.,3.0
common_voice_ka_42114617_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114617_0 ფაილისთვის.,3.0
common_voice_ka_42113845_0,ეს არის ტექსტის მაგალითი common_voice_ka_42113845_0 ფაილისთვის.,3.0
common_voice_ka_42114984_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114984_0 ფაილისთვის.,3.0
common_voice_ka_42114182_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114182_0 ფაილისთვის.,3.0
common_voice_ka_42534611_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534611_0 ფაილისთვის.,3.0
common_voice_ka_42119280_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119280_0 ფაილისთვის.,3.0
common_voice_ka_42114818_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114818_0 ფაილისთვის.,3.0
common_voice_ka_42119325_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119325_0 ფაილისთვის.,3.0
common_voice_ka_42119024_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119024_0 ფაილისთვის.,3.0
common_voice_ka_42534749_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534749_0 ფაილისთვის.,3.0
common_voice_ka_42114512_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114512_0 ფაილისთვის.,3.0
common_voice_ka_42114980_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114980_0 ფაილისთვის.,3.0
common_voice_ka_42114186_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114186_0 ფაილისთვის.,3.0
common_voice_ka_42113797_0,ეს არის ტექსტის მაგალითი common_voice_ka_42113797_0 ფაილისთვის.,3.0
common_voice_ka_42534669_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534669_0 ფაილისთვის.,3.0
common_voice_ka_42534715_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534715_0 ფაილისთვის.,3.0
common_voice_ka_42119299_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119299_0 ფაილისთვის.,3.0
common_voice_ka_42119165_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119165_0 ფაილისთვის.,3.0
common_voice_ka_42534608_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534608_0 ფაილისთვის.,3.0
common_voice_ka_42119120_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119120_0 ფაილისთვის.,3.0
common_voice_ka_42113985_0,ეს არის ტექსტის მაგალითი common_voice_ka_42113985_0 ფაილისთვის.,3.0
common_voice_ka_42119264_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119264_0 ფაილისთვის.,3.0
common_voice_ka_42119259_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119259_0 ფაილისთვის.,3.0
common_voice_ka_42534728_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534728_0 ფაილისთვის.,3.0
common_voice_ka_42612451_0,ეს არის ტექსტის მაგალითი common_voice_ka_42612451_0 ფაილისთვის.,3.0
common_voice_ka_42114162_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114162_0 ფაილისთვის.,3.0
common_voice_ka_42119301_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119301_0 ფაილისთვის.,3.0
common_voice_ka_42119344_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119344_0 ფაილისთვის.,3.0
common_voice_ka_42114261_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114261_0 ფაილისთვის.,3.0
common_voice_ka_42114728_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114728_0 ფაილისთვის.,3.0
common_voice_ka_42113987_0,ეს არის ტექსტის მაგალითი common_voice_ka_42113987_0 ფაილისთვის.,3.0
common_voice_ka_42119167_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119167_0 ფაილისთვის.,3.0
common_voice_ka_42119122_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119122_0 ფაილისთვის.,3.0
common_voice_ka_42114184_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114184_0 ფაილისთვის.,3.0
common_voice_ka_42114320_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114320_0 ფაილისთვის.,3.0
common_voice_ka_42119143_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119143_0 ფაილისთვის.,3.0
common_voice_ka_42534696_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534696_0 ფაილისთვის.,3.0
common_voice_ka_42119183_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119183_0 ფაილისთვის.,3.0
common_voice_ka_42119282_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119282_0 ფაილისთვის.,3.0
common_voice_ka_42534656_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534656_0 ფაილისთვის.,3.0
common_voice_ka_42534613_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534613_0 ფაილისთვის.,3.0
common_voice_ka_42114200_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114200_0 ფაილისთვის.,3.0
common_voice_ka_42612432_0,ეს არის ტექსტის მაგალითი common_voice_ka_42612432_0 ფაილისთვის.,3.0
common_voice_ka_42114595_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114595_0 ფაილისთვის.,3.0
common_voice_ka_42114907_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114907_0 ფაილისთვის.,3.0
common_voice_ka_42119327_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119327_0 ფაილისთვის.,3.0
common_voice_ka_42119362_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119362_0 ფაილისთვის.,3.0
common_voice_ka_42114564_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114564_0 ფაილისთვის.,3.0
common_voice_ka_42114521_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114521_0 ფაილისთვის.,3.0
common_voice_ka_42113799_0,ეს არის ტექსტის მაგალითი common_voice_ka_42113799_0 ფაილისთვის.,3.0
common_voice_ka_42534622_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534622_0 ფაილისთვის.,3.0
common_voice_ka_42534667_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534667_0 ფაილისთვის.,3.0
common_voice_ka_42114095_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114095_0 ფაილისთვის.,3.0
common_voice_ka_42593249_0,ეს არის ტექსტის მაგალითი common_voice_ka_42593249_0 ფაილისთვის.,3.0
common_voice_ka_42119076_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119076_0 ფაილისთვის.,3.0
common_voice_ka_42114538_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114538_0 ფაილისთვის.,3.0
common_voice_ka_42113896_0,ეს არის ტექსტის მაგალითი common_voice_ka_42113896_0 ფაილისთვის.,3.0
common_voice_ka_42534643_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534643_0 ფაილისთვის.,3.0
common_voice_ka_42593250_0,ეს არის ტექსტის მაგალითი common_voice_ka_42593250_0 ფაილისთვის.,3.0
common_voice_ka_42114877_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114877_0 ფაილისთვის.,3.0
common_voice_ka_42534683_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534683_0 ფაილისთვის.,3.0
common_voice_ka_42119257_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119257_0 ფაილისთვის.,3.0
common_voice_ka_42114540_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114540_0 ფაილისთვის.,3.0
common_voice_ka_42534726_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534726_0 ფაილისთვის.,3.0
common_voice_ka_42380208_0,ეს არის ტექსტის მაგალითი common_voice_ka_42380208_0 ფაილისთვის.,3.0
common_voice_ka_42114875_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114875_0 ფაილისთვის.,3.0
common_voice_ka_42534681_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534681_0 ფაილისთვის.,3.0
common_voice_ka_42114073_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114073_0 ფაილისთვის.,3.0
common_voice_ka_42114542_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114542_0 ფაილისთვის.,3.0
common_voice_ka_42119348_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119348_0 ფაილისთვის.,3.0
common_voice_ka_42114910_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114910_0 ფაილისთვის.,3.0
common_voice_ka_42113894_0,ეს არის ტექსტის მაგალითი common_voice_ka_42113894_0 ფაილისთვის.,3.0
common_voice_ka_42534719_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534719_0 ფაილისთვის.,3.0
common_voice_ka_42534641_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534641_0 ფაილისთვის.,3.0
common_voice_ka_42114726_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114726_0 ფაილისთვის.,3.0
common_voice_ka_42113766_0,ეს არის ტექსტის მაგალითი common_voice_ka_42113766_0 ფაილისთვის.,3.0
common_voice_ka_42245995_0,ეს არის ტექსტის მაგალითი common_voice_ka_42245995_0 ფაილისთვის.,3.0
common_voice_ka_42534599_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534599_0 ფაილისთვის.,3.0
common_voice_ka_42534620_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534620_0 ფაილისთვის.,3.0
common_voice_ka_42534665_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534665_0 ფაილისთვის.,3.0
common_voice_ka_42534658_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534658_0 ფაილისთვის.,3.0
common_voice_ka_42115012_0,ეს არის ტექსტის მაგალითი common_voice_ka_42115012_0 ფაილისთვის.,3.0
common_voice_ka_42119271_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119271_0 ფაილისთვის.,3.0
common_voice_ka_42114909_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114909_0 ფაილისთვის.,3.0
common_voice_ka_42534624_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534624_0 ფაილისთვის.,3.0
common_voice_ka_42119149_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119149_0 ფაილისთვის.,3.0
common_voice_ka_42534661_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534661_0 ფაილისთვის.,3.0
common_voice_ka_42114093_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114093_0 ფაილისთვის.,3.0
common_voice_ka_42612440_0,ეს არის ტექსტის მაგალითი common_voice_ka_42612440_0 ფაილისთვის.,3.0
common_voice_ka_42119310_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119310_0 ფაილისთვის.,3.0
common_voice_ka_42114948_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114948_0 ფაილისთვის.,3.0
common_voice_ka_42612438_0,ეს არის ტექსტის მაგალითი common_voice_ka_42612438_0 ფაილისთვის.,3.0
common_voice_ka_42119189_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119189_0 ფაილისთვის.,3.0
common_voice_ka_42114810_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114810_0 ფაილისთვის.,3.0
common_voice_ka_42114317_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114317_0 ფაილისთვის.,3.0
common_voice_ka_42114783_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114783_0 ფაილისთვის.,3.0
common_voice_ka_42119131_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119131_0 ფაილისთვის.,3.0
common_voice_ka_42534619_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534619_0 ფაილისთვის.,3.0
common_voice_ka_42114296_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114296_0 ფაილისთვის.,3.0
common_voice_ka_42119309_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119309_0 ფაილისთვის.,3.0
common_voice_ka_42534765_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534765_0 ფაილისთვის.,3.0
common_voice_ka_42119008_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119008_0 ფაილისთვის.,3.0
common_voice_ka_42534678_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534678_0 ფაილისთვის.,3.0
common_voice_ka_41972897_0,ეს არის ტექსტის მაგალითი common_voice_ka_41972897_0 ფაილისთვის.,3.0
common_voice_ka_42114077_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114077_0 ფაილისთვის.,3.0
common_voice_ka_42114767_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114767_0 ფაილისთვის.,3.0
common_voice_ka_42114809_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114809_0 ფაილისთვის.,3.0
common_voice_ka_42119190_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119190_0 ფაილისთვის.,3.0
common_voice_ka_42534645_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534645_0 ფაილისთვის.,3.0
common_voice_ka_42119128_0,ეს არის ტექსტის მაგალითი common_voice_ka_42119128_0 ფაილისთვის.,3.0
common_voice_ka_42534758_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534758_0 ფაილისთვის.,3.0
common_voice_ka_42114349_0,ეს არის ტექსტის მაგალითი common_voice_ka_42114349_0 ფაილისთვის.,3.0
common_voice_ka_42534602_0,ეს არის ტექსტის მაგალითი common_voice_ka_42534602_0 ფაილისთვის.,3.0
